entity,timestamp,score,ml_score,rule_score,flags,mitre,source_ip,username,hostname
rajan.regmi@WS-BTW-015,2026-04-14 17:32:08.986,0.0816,0.0816,0.0,,,192.168.10.25,rajan.regmi,WS-BTW-015
laxmi.poudel@WS-PKR-009,2025-12-04 16:26:33.214,0.0764,0.0764,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
roshan.karki@WS-KTM-001,2025-11-17 08:37:34.194,0.1629,0.1629,0.0,,,192.168.1.11,roshan.karki,WS-KTM-001
bikash.poudel@WS-KTM-005,2026-04-06 12:52:16.554,0.0173,0.0173,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
gita.basnet@WS-PKR-010,2025-03-07 14:57:23.687,0.0725,0.0725,0.0,,,192.168.2.20,gita.basnet,WS-PKR-010
sita.basnet@WS-BTW-014,2025-02-04 12:55:05.842,0.132,0.132,0.0,,,192.168.10.24,sita.basnet,WS-BTW-014
bikash.poudel@WS-KTM-005,2025-12-17 15:22:48.192,0.4723,0.4723,0.1,new_resource,,192.168.1.15,bikash.poudel,WS-KTM-005
ram.rai@WS-KTM-003,2025-02-17 09:22:59.514,0.0374,0.0374,0.0,,,192.168.1.13,ram.rai,WS-KTM-003
rekha.rai@WS-KTM-099,2025-02-28 13:00:39.471,0.95,0.0849,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
deepak.rai@WS-BTW-013,2026-01-12 09:50:25.014,0.083,0.083,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
suresh.poudel@WS-KTM-004,2025-05-07 17:13:37.922,0.0762,0.0762,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
suresh.poudel@WS-KTM-004,2026-03-04 15:58:04.119,0.0897,0.0897,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
rekha.rai@WS-KTM-099,2025-04-07 13:01:18.697,0.95,0.0448,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
rekha.khadka@WS-PKR-011,2026-04-03 08:16:13.255,0.1275,0.1275,0.0,,,192.168.2.21,rekha.khadka,WS-PKR-011
ram.rai@WS-KTM-003,2026-01-30 19:38:13.539,0.4712,0.4712,0.15,off_hours,Persistence:T1078,192.168.1.13,ram.rai,WS-KTM-003
laxmi.poudel@WS-PKR-009,2025-04-14 14:11:16.971,0.0063,0.0063,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
rekha.khadka@WS-PKR-011,2025-10-16 11:05:26.376,0.0419,0.0419,0.0,,,192.168.2.21,rekha.khadka,WS-PKR-011
ram.shrestha@WS-KTM-001,2026-05-17 03:46:14.000,1.0,0.9546,1.0,unauthorized_pumori|off_hours|high_peer_deviation,Collection:T1005|Persistence:T1078|Valid Accounts:T1078,192.168.1.11,ram.shrestha,WS-KTM-001
ram.thapa@WS-KTM-008,2025-08-20 13:19:08.105,0.0204,0.0204,0.0,,,192.168.1.18,ram.thapa,WS-KTM-008
roshan.karki@WS-KTM-001,2025-10-20 09:13:28.621,0.1092,0.1092,0.0,,,192.168.1.11,roshan.karki,WS-KTM-001
gita.basnet@WS-PKR-010,2026-01-07 10:52:28.911,0.0955,0.0955,0.0,,,192.168.2.20,gita.basnet,WS-PKR-010
nabin.joshi@WS-KTM-006,2025-03-03 11:52:16.487,0.1325,0.1325,0.0,,,192.168.1.16,nabin.joshi,WS-KTM-006
deepak.rai@WS-BTW-013,2026-01-26 14:34:13.678,0.2131,0.2131,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
admin_db_sync@SRV-SQL-02,2025-08-13 09:15:23.002,0.0879,0.0879,0.0,,,10.10.2.11,admin_db_sync,SRV-SQL-02
suresh.poudel@WS-KTM-004,2025-10-13 15:04:38.763,0.0178,0.0178,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
gita.basnet@WS-PKR-010,2026-01-19 15:26:21.943,0.4325,0.4325,0.3,,,192.168.2.20,gita.basnet,WS-PKR-010
sita.basnet@WS-BTW-014,2025-12-01 08:10:50.282,0.0902,0.0902,0.0,,,192.168.10.24,sita.basnet,WS-BTW-014
laxmi.poudel@WS-PKR-009,2026-02-24 19:38:52.898,0.541,0.541,0.15,off_hours,Persistence:T1078,192.168.2.19,laxmi.poudel,WS-PKR-009
rekha.khadka@WS-PKR-011,2025-09-24 13:23:35.570,0.3492,0.3492,0.2,,,192.168.2.21,rekha.khadka,WS-PKR-011
rekha.khadka@WS-PKR-011,2025-03-03 08:09:37.721,0.4055,0.4055,0.3,,,192.168.2.21,rekha.khadka,WS-PKR-011
deepak.bhattarai@WS-KTM-003,2026-03-09 14:57:06.914,0.7932,0.7932,0.35,high_peer_deviation|ml_anomaly,Valid Accounts:T1078|Anomaly:T0000,192.168.1.13,deepak.bhattarai,WS-KTM-003
rajan.regmi@WS-BTW-015,2025-07-23 12:44:54.172,0.0983,0.0983,0.0,,,192.168.10.25,rajan.regmi,WS-BTW-015
bindu.joshi@WS-PKR-012,2026-05-07 17:36:42.727,0.1737,0.1737,0.0,,,192.168.2.22,bindu.joshi,WS-PKR-012
